No. ,Info  ,Name  ,Method  ,Weight  [mg],N  Area,C  Area,N  Factor,C  Factor,N  [%],C  [%],C/N  ratio,Memo  ,Date       Time  
49,Cu,aspartic-0.1mg,20mg150sIRMS_delay,0.108,652,1372,0.8192,0.876,12.99,40.86,3.1465,,10/10/22 23:31
50,,aspartic-1mg,20mg150sIRMS_delay,1.049,4696,11315,0.8192,0.876,9.56,34.73,3.634,,10/10/22 23:44
51,bl,aspartic-3mg,20mg150sIRMS_delay,3.04,13510,23189,0.8192,0.876,9.48,24.65,2.6006,,10/10/22 23:59
52,"Nu,Cu",moran-low,20mg150sIRMS_delay,0.06,338,499,0.8192,0.876,12.13,26.74,2.204,,10/11/22 0:12
53,"Nu,Cu",moran-low,20mg150sIRMS_delay,0.06,416,694,0.8192,0.876,14.92,37.23,2.4945,,10/11/22 0:25
54,"Nu,Cu",moran-med,20mg150sIRMS_delay,0.064,495,986,0.8192,0.876,16.67,49.56,2.9728,,10/11/22 0:38
55,"Nu,Cu",moran-med,20mg150sIRMS_delay,0.045,398,637,0.8192,0.876,19.06,45.55,2.3892,,10/11/22 0:51
56,"Nu,Cu",MT,20mg150sIRMS_delay,100,278,37,0.8192,0.876,0.01,0,0.1991,,10/11/22 9:53
57,"Nu,Cu",MT,20mg150sIRMS_delay,100,323,25,0.8192,0.876,0.01,0,0.1162,,10/11/22 10:48
58,"Nu,Cu",MT,20mg150sIRMS_delay,100,267,23,0.8192,0.876,0.01,0,0.1289,,10/11/22 11:07
59,,runin,20mg150sIRMS_delay,0.498,2211,5531,0.8192,0.876,9.49,35.64,3.7552,,10/11/22 11:22
60,,runin,20mg150sIRMS_delay,0.505,2282,5403,0.8192,0.876,9.66,34.33,3.5531,,10/11/22 11:35
61,,aspartic,20mg150sIRMS_delay,0.497,2350,5485,0.8526,0.8929,10.52,36.09,3.4306,,10/11/22 11:48
62,,aspartic,20mg150sIRMS_delay,0.55,2790,6310,0.7948,0.8586,10.52,36.09,3.4306,,10/11/22 12:01
63,,31,20mg150sIRMS_delay,10.47,610,2982,0.8237,0.8757,0.13,0.91,7.2432,,10/11/22 13:15
64,"Nu,Cu",32,20mg150sIRMS_delay,10.19,519,1344,0.8237,0.8757,0.11,0.42,3.8439,,10/11/22 13:28
65,,33,20mg150sIRMS_delay,10.57,888,10210,0.8237,0.8757,0.18,3.11,17.1384,,10/11/22 13:41
66,"Nu,Cu",34,20mg150sIRMS_delay,10.38,411,1522,0.8237,0.8757,0.09,0.47,5.5016,,10/11/22 13:55
67,"Nu,Cu",35,20mg150sIRMS_delay,9.58,371,1068,0.8237,0.8757,0.08,0.36,4.2785,,10/11/22 14:08
68,,36,20mg150sIRMS_delay,9.9,1646,13309,0.8237,0.8757,0.36,4.33,12.1118,,10/11/22 14:21
69,"Nu,Cu",37,20mg150sIRMS_delay,9.82,327,628,0.8237,0.8757,0.07,0.21,2.8524,,10/11/22 14:34
70,"Nu,Cu",38,20mg150sIRMS_delay,10.16,336,312,0.8237,0.8757,0.07,0.1,1.379,,10/11/22 14:47
71,,39,20mg150sIRMS_delay,10.26,874,8907,0.8237,0.8757,0.18,2.79,15.1781,,10/11/22 15:00
72,"Nu,Cu",40,20mg150sIRMS_delay,10.32,448,444,0.8237,0.8757,0.09,0.14,1.4743,,10/11/22 15:13
73,,41,20mg150sIRMS_delay,10.27,2179,19001,0.8237,0.8757,0.46,5.97,13.0997,,10/11/22 15:26
74,"Nu,Cu",42,20mg150sIRMS_delay,10.62,497,1653,0.8237,0.8757,0.1,0.5,4.9404,,10/11/22 15:39
75,Nu,43,20mg150sIRMS_delay,9.85,469,18426,0.8237,0.8757,0.1,6.04,58.6139,,10/11/22 15:53
76,Nu,44,20mg150sIRMS_delay,10.64,468,2666,0.8237,0.8757,0.1,0.8,8.4548,,10/11/22 16:06
77,"Nu,Cu",45,20mg150sIRMS_delay,10.15,382,702,0.8237,0.8757,0.08,0.22,2.7308,,10/11/22 16:19
78,"Nu,Cu",45-rep,20mg150sIRMS_delay,10.54,388,572,0.8237,0.8757,0.08,0.17,2.1868,,10/11/22 16:32
79,"Nu,Cu",MT,20mg150sIRMS_delay,100,236,13,0.8237,0.8757,0.01,0,0.0793,,10/11/22 16:45
80,,aspartic,20mg150sIRMS_delay,0.55,2615,6025,0.848,0.8993,10.52,36.09,3.4306,,10/11/22 16:58
81,,46,20mg150sIRMS_delay,9.93,679,15016,0.848,0.8993,0.15,5.01,32.88,,10/11/22 17:23
82,,47,20mg150sIRMS_delay,10.29,1047,7403,0.848,0.8993,0.23,2.37,10.5057,,10/11/22 17:36
83,"Nu,Cu",48,20mg150sIRMS_delay,10.2,425,639,0.848,0.8993,0.09,0.21,2.2267,,10/11/22 17:49
84,,49,20mg150sIRMS_delay,10.08,2273,15591,0.848,0.8993,0.5,5.12,10.2685,,10/11/22 18:02
85,"Nu,Cu",50,20mg150sIRMS_delay,10.74,467,814,0.848,0.8993,0.1,0.25,2.5821,,10/11/22 18:16
86,"Nu,Cu",51,20mg150sIRMS_delay,10.26,403,848,0.848,0.8993,0.09,0.27,3.119,,10/11/22 18:29
87,,52,20mg150sIRMS_delay,10.17,959,6794,0.848,0.8993,0.21,2.2,10.5226,,10/11/22 18:42
88,"Nu,Cu",53,20mg150sIRMS_delay,10.27,445,560,0.848,0.8993,0.1,0.18,1.8654,,10/11/22 18:55
89,bl,54,20mg150sIRMS_delay,10.21,3345,38769,0.848,0.8993,0.72,12.6,17.3905,,10/11/22 19:09
90,"Nu,Cu",55,20mg150sIRMS_delay,10.11,391,668,0.848,0.8993,0.09,0.22,2.5283,,10/11/22 19:22
91,"Nu,Cu",56,20mg150sIRMS_delay,10.28,358,1130,0.848,0.8993,0.08,0.36,4.6737,,10/11/22 19:36
92,"Nu,Cu",57,20mg150sIRMS_delay,10.19,465,893,0.848,0.8993,0.1,0.29,2.8409,,10/11/22 19:49
93,"Nu,Cu",58,20mg150sIRMS_delay,10.27,426,689,0.848,0.8993,0.09,0.22,2.3976,,10/11/22 20:02
94,bl,59,20mg150sIRMS_delay,10.21,10076,69879,0.848,0.8993,2.18,22.88,10.4867,,10/11/22 20:16
95,bl,60,20mg150sIRMS_delay,10.25,2182,27806,0.848,0.8993,0.47,8.99,19.0853,,10/11/22 20:30
96,bl,60-rep,20mg150sIRMS_delay,10.19,2176,26593,0.848,0.8993,0.47,8.65,18.3091,,10/11/22 20:44
97,"Nu,Cu",MT,20mg150sIRMS_delay,100,257,46,0.848,0.8993,0.01,0,0.2636,,10/11/22 20:57
98,,aspartic,20mg150sIRMS_delay,0.52,2489,5532,0.8422,0.9262,10.52,36.09,3.4306,,10/11/22 21:10
99,"Nu,Cu",aspartic-0.1mg,20mg150sIRMS_delay,0.1,608,1248,0.8422,0.9262,13.47,42.44,3.1511,,10/11/22 21:24
100,,aspartic-1mg,20mg150sIRMS_delay,1.032,4789,11323,0.8422,0.9262,10.18,37.34,3.6677,,10/11/22 21:37
101,bl,aspartic-3mg,20mg150sIRMS_delay,3.043,13567,24235,0.8422,0.9262,9.78,27.21,2.783,,10/11/22 21:51
102,"Nu,Cu",moran-low,20mg150sIRMS_delay,0.055,424,672,0.8422,0.9262,17.08,41.57,2.434,,10/11/22 22:04
103,"Nu,Cu",moran-low,20mg150sIRMS_delay,0.042,355,540,0.8422,0.9262,18.72,43.74,2.3361,,10/11/22 22:17
104,"Nu,Cu",moran-med,20mg150sIRMS_delay,0.047,332,538,0.8422,0.9262,15.62,38.96,2.4935,,10/11/22 22:30
105,"Nu,Cu",MT,20mg150sIRMS_delay,100,363,25,0.8422,0.9262,0.01,0,0.1064,,10/12/22 13:12
106,"Nu,Cu",MT,20mg150sIRMS_delay,100,250,24,0.8422,0.9262,0.01,0,0.1478,,10/12/22 13:25
107,"Nu,Cu",MT,20mg150sIRMS_delay,100,213,31,0.8422,0.9262,0,0,0.2203,,10/12/22 13:38
108,,RunIn,20mg150sIRMS_delay,0.43,2390,4762,0.8422,0.9262,12.21,37.56,3.0749,,10/12/22 13:52
109,,RunIn,20mg150sIRMS_delay,0.44,2697,5016,0.8422,0.9262,13.47,38.67,2.8703,,10/12/22 14:05
110,,RunIn,20mg150sIRMS_delay,0.5,2469,5287,0.8422,0.9262,10.85,35.86,3.3057,,10/12/22 14:18
111,,aspartic,20mg150sIRMS_delay,0.52,2749,5859,0.7626,0.8745,10.52,36.09,3.4306,,10/12/22 14:31
112,,61,20mg150sIRMS_delay,10.12,1421,11517,0.7626,0.8745,0.28,3.66,13.0761,,10/12/22 14:44
113,"Nu,Cu",62,20mg150sIRMS_delay,10.16,516,1289,0.7626,0.8745,0.1,0.41,3.9978,,10/12/22 14:57
114,"Nu,Cu",63,20mg150sIRMS_delay,10.06,479,638,0.7626,0.8745,0.1,0.2,2.1296,,10/12/22 15:10
115,,64,20mg150sIRMS_delay,10.34,915,13613,0.7626,0.8745,0.18,4.24,23.972,,10/12/22 15:23
116,bl,65,20mg150sIRMS_delay,10.1,10253,85864,0.7626,0.8745,2.02,27.69,13.7223,,10/12/22 15:37
117,,66,20mg150sIRMS_delay,10.05,857,6665,0.7626,0.8745,0.17,2.13,12.481,,10/12/22 15:50
118,,67,20mg150sIRMS_delay,10.39,2246,24225,0.7626,0.8745,0.43,7.52,17.4849,,10/12/22 16:03
119,bl,68,20mg150sIRMS_delay,10.17,9970,88068,0.7626,0.8745,1.95,28.21,14.4755,,10/12/22 16:17
120,,69,20mg150sIRMS_delay,9.64,888,5768,0.7626,0.8745,0.18,1.92,10.4235,,10/12/22 16:30
121,Nu,70,20mg150sIRMS_delay,9.94,605,16982,0.7626,0.8745,0.12,5.51,45.1385,,10/12/22 16:43
122,,71,20mg150sIRMS_delay,10.43,846,14907,0.7626,0.8745,0.16,4.6,28.4016,,10/12/22 16:56
123,"Nu,Cu",72,20mg150sIRMS_delay,10.29,489,2145,0.7626,0.8745,0.1,0.67,7.0312,,10/12/22 17:09
124,"Nu,Cu",mt,20mg150sIRMS_delay,100,408,48,0.7626,0.8745,0.01,0,0.1886,ash crucible changed,10/13/22 12:43
125,"Nu,Cu",mt,20mg150sIRMS_delay,100,237,24,0.7626,0.8745,0,0,0.1627,,10/13/22 12:56
126,"Nu,Cu",mt,20mg150sIRMS_delay,100,268,14,0.7626,0.8745,0.01,0,0.0813,,10/13/22 13:09
127,"Nu,Cu",mt,20mg150sIRMS_delay,100,247,17,0.7626,0.8745,0,0,0.1104,,10/13/22 13:22
128,,runin,20mg150sIRMS_delay,0.55,3150,5994,0.7626,0.8745,11.39,34.91,3.0643,,10/13/22 15:09
129,,runin,20mg150sIRMS_delay,0.52,3069,5588,0.7626,0.8745,11.74,34.42,2.9316,,10/13/22 15:22
130,,runin,20mg150sIRMS_delay,0.58,2926,6121,0.7626,0.8745,10.04,33.81,3.3688,,10/13/22 15:35
131,,aspartic,20mg150sIRMS_delay,0.47,2482,4914,0.7635,0.9427,10.52,36.09,3.4306,,10/13/22 15:48
132,,aspartic,20mg150sIRMS_delay,0.47,2456,4901,0.7717,0.945,10.52,36.09,3.4306,,10/13/22 16:01
133,,aspartic,20mg150sIRMS_delay,0.59,3043,6248,0.7817,0.9302,10.52,36.09,3.4306,,10/13/22 16:14
134,"Nu,Cu",80,20mg150sIRMS_delay,10.08,358,688,0.7723,0.9393,0.07,0.24,3.2681,,10/13/22 16:28
135,,81,20mg150sIRMS_delay,9.87,773,5332,0.7723,0.9393,0.16,1.86,11.7107,,10/13/22 16:41
136,"Nu,Cu",82,20mg150sIRMS_delay,10.36,442,857,0.7723,0.9393,0.09,0.29,3.2951,,10/13/22 16:54
137,,83,20mg150sIRMS_delay,10.45,668,3878,0.7723,0.9393,0.13,1.28,9.8517,,10/13/22 17:07
138,"Nu,Cu",84,20mg150sIRMS_delay,10.26,438,1225,0.7723,0.9393,0.09,0.41,4.7471,,10/13/22 17:20
139,Nu,85,20mg150sIRMS_delay,10.51,387,3704,0.7723,0.9393,0.07,1.21,16.2119,,10/13/22 17:33
140,"Nu,Cu",86,20mg150sIRMS_delay,10.28,427,940,0.7723,0.9393,0.08,0.32,3.7444,,10/13/22 17:46
141,bl,87,20mg150sIRMS_delay,9.57,2409,16597,0.7723,0.9393,0.51,6,11.8353,,10/13/22 18:00
142,"Nu,Cu",88,20mg150sIRMS_delay,10.21,357,1323,0.7723,0.9393,0.07,0.45,6.2906,,10/13/22 18:13
143,"bl,Nu",89,20mg150sIRMS_delay,10.11,342,5166,0.7723,0.9393,0.07,1.76,25.5781,,10/13/22 18:27
144,"Nu,Cu",90,20mg150sIRMS_delay,10,422,1935,0.7723,0.9393,0.09,0.67,7.7819,,10/13/22 18:41
145,"Nu,Cu",90-rep,20mg150sIRMS_delay,10.14,483,1253,0.7723,0.9393,0.1,0.43,4.4079,,10/13/22 18:54
146,"Nu,Cu",MT,20mg150sIRMS_delay,100,201,42,0.7723,0.9393,0,0,0.3512,,10/13/22 19:07
147,,aspartic,20mg150sIRMS_delay,0.53,1874,3831,1.1401,1.3631,10.52,36.09,3.4306,,10/13/22 19:20
148,Cu,aspartic-0.1mg,20mg150sIRMS_delay,0.109,623,1226,1.1401,1.3631,17.13,56.31,3.2876,,10/13/22 19:33
149,bl,aspartic-1mg,20mg150sIRMS_delay,1.015,4523,7361,1.1401,1.3631,13.24,36.24,2.7371,,10/13/22 19:47
150,bl,aspartic-3mg,20mg150sIRMS_delay,3.041,13457,19148,1.1401,1.3631,13.14,31.65,2.4095,,10/13/22 20:01
151,"Nu,Cu",moran-low,20mg150sIRMS_delay,0.056,384,708,1.1401,1.3631,20.59,63.29,3.0743,,10/13/22 20:14
152,"Nu,Cu",moran-low,20mg150sIRMS_delay,0.058,444,721,1.1401,1.3631,22.96,62.25,2.7117,,10/13/22 20:27
153,"Nu,Cu",moran-med,20mg150sIRMS_delay,0.065,444,799,1.1401,1.3631,20.49,61.54,3.0033,,10/13/22 20:40
154,"Nu,Cu",moran-med,20mg150sIRMS_delay,0.043,329,526,1.1401,1.3631,22.91,61.28,2.6752,,10/13/22 20:53
155,"Nu,Cu",mt,20mg150sIRMS_delay,100,220,22,1.1401,1.3631,0.01,0,0.1703,,10/13/22 21:07
156,bl,73,20mg150sIRMS_delay,9.92,659,8582,1.1401,1.3631,0.2,4.33,21.7323,,10/13/22 21:21
157,"Nu,Cu",74,20mg150sIRMS_delay,9.59,382,732,1.1401,1.3631,0.12,0.38,3.1974,,10/13/22 21:34
158,,75,20mg150sIRMS_delay,10.18,656,3453,1.1401,1.3631,0.19,1.69,8.7719,,10/13/22 21:47
159,,75-rep,20mg150sIRMS_delay,9.81,624,3039,1.1401,1.3631,0.19,1.55,8.118,,10/13/22 22:00
160,"Nu,Cu",MT,20mg150sIRMS_delay,100,220,15,1.1401,1.3631,0.01,0,0.1124,,10/13/22 22:13
161,bl,aspartic,20mg150sIRMS_delay,0.53,2583,4004,0.8274,1.3042,10.52,36.09,3.4306,,10/13/22 22:27
162,"Nu,Cu",76,20mg150sIRMS_delay,10.04,447,1638,0.8274,1.3042,0.1,0.78,8.0758,,10/13/22 22:40
163,bl,77,20mg150sIRMS_delay,9.99,1385,9055,0.8274,1.3042,0.3,4.34,14.478,,10/13/22 22:54
164,"Nu,Cu",79,20mg150sIRMS_delay,10.48,435,506,0.8274,1.3042,0.09,0.23,2.5578,,10/13/22 23:07
165,,mt,20mg150sIRMS_delay,100,2489,0,0.8274,1.3042,0.05,0,0,ash finger changed,10/14/22 11:52
166,"Nu,Cu",mt,20mg150sIRMS_delay,100,203,27,0.8274,1.3042,0,0,0.289,,10/14/22 12:05
167,"Nu,Cu",mt,20mg150sIRMS_delay,100,251,16,0.8274,1.3042,0.01,0,0.144,,10/14/22 12:18
168,"Nu,Cu",mt,20mg150sIRMS_delay,100,239,3,0.8274,1.3042,0.01,0,0.0298,,10/14/22 12:31
169,bl,runin,20mg150sIRMS_delay,0.53,2808,3832,0.8274,1.3042,11.44,34.53,3.0194,,10/14/22 12:45
170,bl,runin,20mg150sIRMS_delay,0.48,2723,3327,0.8274,1.3042,12.25,33.13,2.7051,,10/14/22 12:59
171,,runin,20mg150sIRMS_delay,0.52,1896,4074,0.8274,1.3042,7.87,37.42,4.7522,,10/14/22 13:13
172,bl,aspartic,20mg150sIRMS_delay,0.546,2452,3658,0.8978,1.4705,10.52,36.09,3.4306,,10/14/22 13:27
173,bl,aspartic,20mg150sIRMS_delay,0.509,3068,4532,0.669,1.1068,10.52,36.09,3.4306,,10/14/22 13:41
174,bl,aspartic,20mg150sIRMS_delay,0.546,2606,3989,0.8447,1.349,10.52,36.09,3.4306,,10/14/22 13:55
175,Cu,91,20mg150sIRMS_delay,10.54,706,987,0.8039,1.3088,0.14,0.45,3.1863,,10/14/22 21:50
176,"Nu,Cu",92,20mg150sIRMS_delay,10.5,347,1093,0.8039,1.3088,0.07,0.5,7.164,,10/14/22 22:03
177,,93,20mg150sIRMS_delay,10.25,693,2595,0.8039,1.3088,0.14,1.22,8.5141,,10/14/22 22:16
178,bl,94,20mg150sIRMS_delay,10.55,2921,17623,0.8039,1.3088,0.58,8.06,13.8753,,10/14/22 22:30
179,"Nu,Cu",95,20mg150sIRMS_delay,10.2,392,1018,0.8039,1.3088,0.08,0.48,5.9071,,10/14/22 22:44
180,bl,96,20mg150sIRMS_delay,10.54,1507,10569,0.8039,1.3088,0.3,4.82,16.0615,,10/14/22 22:58
181,"Nu,Cu",97,20mg150sIRMS_delay,10.44,505,738,0.8039,1.3088,0.1,0.34,3.3248,,10/14/22 23:11
182,bl,98,20mg150sIRMS_delay,10.14,921,3920,0.8039,1.3088,0.19,1.85,9.6906,,10/14/22 23:25
183,,99,20mg150sIRMS_delay,10.24,879,3159,0.8039,1.3088,0.18,1.48,8.1892,,10/14/22 23:38
184,"Nu,Cu",100,20mg150sIRMS_delay,10.37,445,884,0.8039,1.3088,0.09,0.41,4.5153,,10/14/22 23:51
185,,101,20mg150sIRMS_delay,10.07,753,2256,0.8039,1.3088,0.16,1.08,6.8302,,10/15/22 0:05
186,"Nu,Cu",102,20mg150sIRMS_delay,10.48,578,1393,0.8039,1.3088,0.12,0.64,5.4839,,10/15/22 0:18
187,"Nu,Cu",103,20mg150sIRMS_delay,10.54,531,744,0.8039,1.3088,0.11,0.34,3.186,,10/15/22 0:31
188,Nu,104,20mg150sIRMS_delay,9.99,565,2499,0.8039,1.3088,0.12,1.2,10.0416,,10/15/22 0:44
189,Cu,105,20mg150sIRMS_delay,9.91,733,800,0.8039,1.3088,0.16,0.39,2.487,,10/15/22 0:58
190,"Nu,Cu",105-rep,20mg150sIRMS_delay,10.11,516,557,0.8039,1.3088,0.11,0.26,2.4579,,10/15/22 1:11
191,"Nu,Cu",MT,20mg150sIRMS_delay,100,233,23,0.8039,1.3088,0,0,0.2217,,10/15/22 1:24
192,bl,aspartic,20mg150sIRMS_delay,0.515,2378,3624,0.873,1.4002,10.52,36.09,3.4306,,10/15/22 1:38
193,"Nu,Cu",106,20mg150sIRMS_delay,10.12,533,1239,0.873,1.4002,0.12,0.63,5.2069,,10/15/22 1:51
194,Cu,107,20mg150sIRMS_delay,10.15,687,1279,0.873,1.4002,0.16,0.65,4.1753,,10/15/22 2:04
195,bl,108,20mg150sIRMS_delay,10.37,1066,4310,0.873,1.4002,0.23,2.13,9.0795,,10/15/22 2:19
196,,109,20mg150sIRMS_delay,10.48,655,2600,0.873,1.4002,0.14,1.27,8.8843,,10/15/22 2:32
197,,110,20mg150sIRMS_delay,10.42,792,2559,0.873,1.4002,0.17,1.26,7.2503,,10/15/22 2:45
198,"Nu,Cu",111,20mg150sIRMS_delay,10.3,498,1012,0.873,1.4002,0.11,0.51,4.5502,,10/15/22 2:58
199,"Nu,Cu",112,20mg150sIRMS_delay,10.16,522,1188,0.873,1.4002,0.12,0.6,5.1004,,10/15/22 3:11
200,Cu,113,20mg150sIRMS_delay,10.3,749,1599,0.873,1.4002,0.17,0.8,4.7925,,10/15/22 3:24
201,"Nu,Cu",114,20mg150sIRMS_delay,9.99,515,1244,0.873,1.4002,0.12,0.64,5.4119,,10/15/22 3:38
202,Nu,115,20mg150sIRMS_delay,10.14,420,5606,0.873,1.4002,0.1,2.84,29.8265,,10/15/22 3:51
203,Nu,116,20mg150sIRMS_delay,10.25,448,5032,0.873,1.4002,0.1,2.52,25.0596,,10/15/22 4:04
204,,117,20mg150sIRMS_delay,10.14,695,2862,0.873,1.4002,0.16,1.45,9.2278,,10/15/22 4:17
205,"Nu,Cu",118,20mg150sIRMS_delay,10.34,591,1707,0.873,1.4002,0.13,0.85,6.4652,,10/15/22 4:30
206,Cu,119,20mg150sIRMS_delay,10.11,649,1199,0.873,1.4002,0.15,0.61,4.1402,,10/15/22 4:43
207,Nu,120,20mg150sIRMS_delay,10.41,540,2404,0.873,1.4002,0.12,1.19,9.9595,,10/15/22 4:57
208,"Nu,Cu",120-rep,20mg150sIRMS_delay,9.99,435,2227,0.873,1.4002,0.1,1.15,11.4763,,10/15/22 5:10
209,"Nu,Cu",MT,20mg150sIRMS_delay,100,276,14,0.873,1.4002,0.01,0,0.1161,,10/15/22 5:23
210,,aspartic,20mg150sIRMS_delay,0.486,2393,5050,0.8188,0.9483,10.52,36.09,3.4306,,10/15/22 5:36
211,Cu,aspartic-0.1mg,20mg150sIRMS_delay,0.1,625,1121,0.8188,0.9483,13.44,39.04,2.9038,,10/15/22 5:49
