No. ,Info  ,Name  ,Method  ,Weight  [mg],N  Area,C  Area,N  Factor,C  Factor,N  [%],C  [%],C/N  ratio,Memo  ,Date       Time  
23,"bl,Nu",4,20mg150sIRMS_delay,10.247,475,64870,1.006,0.8737,0.12,20.54,167.4759,skip,2/22/2023 18:42
24,"Nu,Cu",5,20mg150sIRMS_delay,9.706,103,694,1.006,0.8737,0.03,0.23,8.1427,skip,2/22/2023 18:55
25,bl,6,20mg150sIRMS_delay,10.401,964,71989,1.006,0.8737,0.24,22.48,92.1194,skip,2/22/2023 19:09
26,"Nnp,Cnp",mt,Blank without O,100,0,0,1.006,0.8737,0,0,0,"#17, CO2 bakeout",2/23/2023 11:24
27,"Cnp,Nu",mt,Blank without O,100,7,0,1.006,0.8737,0,0,0,#18,2/23/2023 11:31
28,"Nu,Cu",mt,Blank without O,100,19,15,1.006,0.8737,0,0,0.978,#19,2/23/2023 11:40
29,"Nu,Cu",MT,20mg150sIRMS_delay,100,147,35,1.006,0.8737,0,0,0.2856,,2/23/2023 16:55
30,"Nu,Cu",MT,20mg150sIRMS_delay,100,111,61,1.006,0.8737,0,0,0.6694,,2/23/2023 17:08
31,"Nu,Cu",MT,20mg150sIRMS_delay,100,110,31,1.006,0.8737,0,0,0.3407,,2/23/2023 17:21
32,,runin,20mg150sIRMS_delay,0.552,1848,6034,1.006,0.8737,8.79,34.99,3.9795,,2/23/2023 17:35
33,,runin,20mg150sIRMS_delay,0.529,1906,5504,1.006,0.8737,9.46,33.3,3.5204,,2/23/2023 17:48
34,,runin,20mg150sIRMS_delay,0.526,2230,5955,1.006,0.8737,11.13,36.24,3.2561,, 
35,,aspartic,20mg150sIRMS_delay,0.538,2215,5965,0.9792,0.8886,10.52,36.09,3.4306,,2/23/2023 18:14
36,,aspartic,20mg150sIRMS_delay,0.515,2129,5661,0.9752,0.8964,10.52,36.09,3.4306,,2/23/2023 18:27
37,"Nu,Cu",moran-low,20mg150sIRMS_delay,0.065,220,854,0.9772,0.8925,8.7,43.09,4.9509,,2/23/2023 18:41
38,,moran-med,20mg150sIRMS_delay,0.44,1503,5454,0.9772,0.8925,8.71,40.51,4.6495,,2/23/2023 18:54
39,Nu,18,20mg150sIRMS_delay,9.533,440,5281,0.9772,0.8925,0.12,1.81,15.272,,2/23/2023 19:07
40,Nu,19,20mg150sIRMS_delay,10.17,579,5164,0.9772,0.8925,0.15,1.66,11.3383,,2/23/2023 19:20
41,Nu,20,20mg150sIRMS_delay,10.256,220,6084,0.9772,0.8925,0.06,1.94,35.1895,,2/23/2023 19:34
42,"Nu,Cu",MT,20mg150sIRMS_delay,100,93,46,0.9772,0.8925,0,0,0.631,,2/23/2023 19:47
43,,runin,20mg150sIRMS_delay,0.459,1990,5382,0.9772,0.8925,11.05,38.33,3.4672,, 
44,"Nu,Cu",moran-low,20mg150sIRMS_delay,0.035,182,468,0.9772,0.8925,13.34,43.81,3.2838,,2/23/2023 20:13
45,,moran-med,20mg150sIRMS_delay,0.56,1930,6934,0.9772,0.8925,8.79,40.5,4.6086,,2/23/2023 20:26
46,"Nu,Cu",21,20mg150sIRMS_delay,9.995,117,1270,0.9772,0.8925,0.03,0.42,13.8328,,2/23/2023 20:40
47,"Nu,Cu",22,20mg150sIRMS_delay,9.574,231,1170,0.9772,0.8925,0.06,0.4,6.4682,,2/23/2023 20:53
48,Nu,23,20mg150sIRMS_delay,10.163,120,3124,0.9772,0.8925,0.03,1.01,33.1538,,2/23/2023 21:06
49,Nu,23-rep,20mg150sIRMS_delay,10.267,191,3002,0.9772,0.8925,0.05,0.96,19.9666,,2/23/2023 21:19
50,"Nu,Cu",24,20mg150sIRMS_delay,10.352,165,638,0.9772,0.8925,0.04,0.2,4.946,,2/23/2023 21:32
51,"Nu,Cu",25,20mg150sIRMS_delay,10.218,176,1315,0.9772,0.8925,0.04,0.42,9.5538,,2/23/2023 21:46
52,"Nu,Cu",26,20mg150sIRMS_delay,10.429,212,971,0.9772,0.8925,0.05,0.31,5.8496,,2/23/2023 21:59
53,Nu,27,20mg150sIRMS_delay,10.439,276,3808,0.9772,0.8925,0.07,1.19,17.5583,,2/23/2023 22:12
54,"Nu,Cu",28,20mg150sIRMS_delay,10.468,190,1005,0.9772,0.8925,0.05,0.31,6.7571,,2/23/2023 22:25
55,"Nu,Cu",29,20mg150sIRMS_delay,10.126,139,474,0.9772,0.8925,0.04,0.15,4.3315,,2/23/2023 22:38
56,Nu,30,20mg150sIRMS_delay,10.112,466,4097,0.9772,0.8925,0.12,1.32,11.1776,,2/23/2023 22:52
57,"Nu,Cu",MT,20mg150sIRMS_delay,100,92,23,0.9772,0.8925,0,0,0.3144,,2/23/2023 23:05
58,,aspartic,20mg150sIRMS_delay,0.532,2083,5888,1.0298,0.8901,10.52,36.09,3.4306,,2/23/2023 23:18
59,,31,20mg150sIRMS_delay,10.318,681,6897,1.0298,0.8901,0.18,2.18,12.2144,,2/23/2023 23:31
60,Nu,32,20mg150sIRMS_delay,9.79,266,5179,1.0298,0.8901,0.07,1.72,23.4509,,2/23/2023 23:45
61,"Nu,Cu",33,20mg150sIRMS_delay,10.463,168,1175,1.0298,0.8901,0.04,0.37,8.4353,,2/23/2023 23:58
62,Nu,34,20mg150sIRMS_delay,9.982,440,5360,1.0298,0.8901,0.12,1.75,14.6617,,2/24/2023 0:11
63,"Nu,Cu",35,20mg150sIRMS_delay,10.019,136,818,1.0298,0.8901,0.04,0.27,7.2866,,2/24/2023 0:24
64,"Nu,Cu",36,20mg150sIRMS_delay,10.142,198,2183,1.0298,0.8901,0.05,0.7,13.284,,2/24/2023 0:38
65,Nu,37,20mg150sIRMS_delay,9.911,272,3358,1.0298,0.8901,0.07,1.1,14.8561,,2/24/2023 0:51
66,"Nu,Cu",38,20mg150sIRMS_delay,9.846,167,1086,1.0298,0.8901,0.05,0.36,7.8284,,2/24/2023 1:04
67,"Nu,Cu",39,20mg150sIRMS_delay,10.05,166,538,1.0298,0.8901,0.04,0.17,3.9,,2/24/2023 1:17
68,"Nu,Cu",40,20mg150sIRMS_delay,10.224,119,427,1.0298,0.8901,0.03,0.14,4.3177,,2/24/2023 1:31
69,"Nu,Cu",MT,20mg150sIRMS_delay,100,96,55,1.0298,0.8901,0,0,0.688,,2/24/2023 1:44
70,,aspartic,20mg150sIRMS_delay,0.518,2094,5752,0.9974,0.8873,10.52,36.09,3.4306,,2/24/2023 1:57
71,"Nu,Cu",41,20mg150sIRMS_delay,9.895,170,830,0.9974,0.8873,0.04,0.27,6.0794,,2/24/2023 2:10
72,"Nu,Cu",42,20mg150sIRMS_delay,10.212,208,974,0.9974,0.8873,0.05,0.31,5.8187,,2/24/2023 2:23
73,"Nu,Cu",43,20mg150sIRMS_delay,10.388,178,456,0.9974,0.8873,0.05,0.14,3.1755,,2/24/2023 2:37
74,"Nu,Cu",44,20mg150sIRMS_delay,10.187,225,1766,0.9974,0.8873,0.06,0.56,9.7363,,2/24/2023 2:50
75,"Nu,Cu",45,20mg150sIRMS_delay,10.429,210,872,0.9974,0.8873,0.05,0.27,5.1507,,2/24/2023 3:03
76,"Nu,Cu",46,20mg150sIRMS_delay,10.273,190,712,0.9974,0.8873,0.05,0.23,4.6582,,2/24/2023 3:16
77,"Nu,Cu",46-rep,20mg150sIRMS_delay,10.325,225,790,0.9974,0.8873,0.06,0.25,4.3628,,2/24/2023 3:30
78,"Nu,Cu",47,20mg150sIRMS_delay,10.375,178,498,0.9974,0.8873,0.05,0.16,3.4717,,2/24/2023 3:43
79,,48,20mg150sIRMS_delay,9.603,829,10535,0.9974,0.8873,0.23,3.58,15.8548,,2/24/2023 3:56
80,Nu,49,20mg150sIRMS_delay,9.663,225,2854,0.9974,0.8873,0.06,0.96,15.7133,,2/24/2023 4:10
81,Nu,50,20mg150sIRMS_delay,10.335,377,3841,0.9974,0.8873,0.1,1.21,12.6358,,2/24/2023 4:23
82,,aspartic,20mg150sIRMS_delay,0.458,1896,5147,0.9736,0.8769,10.52,36.09,3.4306,,2/24/2023 4:36
83,"Nu,Cu",51,20mg150sIRMS_delay,10.456,146,512,0.9736,0.8769,0.04,0.16,4.422,,2/24/2023 4:49
84,Nu,52,20mg150sIRMS_delay,9.762,384,3617,0.9736,0.8769,0.1,1.19,11.8171,,2/24/2023 5:02
85,Nu,53,20mg150sIRMS_delay,10.006,269,7577,0.9736,0.8769,0.07,2.43,35.379,,2/24/2023 5:16
86,"Nu,Cu",MT,20mg150sIRMS_delay,100,89,36,0.9736,0.8769,0,0,0.5002,,2/24/2023 5:29
87,,aspartic,20mg150sIRMS_delay,0.538,2133,5953,1.017,0.8904,10.52,36.09,3.4306,,2/24/2023 5:42
88,Cu,aspartic-,20mg150sIRMS_delay,0.094,704,1296,1.017,0.8904,20,45.09,2.2542,, 
89,,aspartic,20mg150sIRMS_delay,1.009,3735,9239,1.0897,1.0739,10.52,36.09,3.4306,,2/24/2023 6:09
90,,aspartic,20mg150sIRMS_delay,3.03,13611,33138,0.8995,0.8978,10.52,36.09,3.4306,,2/24/2023 6:22
91,"Nu,Cu",moran-low,20mg150sIRMS_delay,0.059,258,767,0.9946,0.9858,11.45,47.09,4.112,,2/24/2023 6:35
92,,moran-med,20mg150sIRMS_delay,0.51,1852,6202,0.9946,0.9858,9.43,43.92,4.6595,,2/24/2023 6:48
93,,7,20mg150sIRMS_delay,9.754,693,5885,0.9946,0.9858,0.19,2.18,11.7406,,2/24/2023 7:01
94,Nu,8,20mg150sIRMS_delay,10.105,168,5292,0.9946,0.9858,0.04,1.89,43.5397,,2/24/2023 7:15
95,Nu,9,20mg150sIRMS_delay,9.673,229,6172,0.9946,0.9858,0.06,2.3,37.2279,,2/24/2023 7:28
96,Nu,10,20mg150sIRMS_delay,10.128,388,4712,0.9946,0.9858,0.1,1.68,16.7808,,2/24/2023 7:41
97,"Nu,Cu",MT,20mg150sIRMS_delay,100,63,60,0.9946,0.9858,0,0,1.3028,,2/24/2023 7:54
98,,aspartic,20mg150sIRMS_delay,0.505,2121,5896,0.9598,0.8439,10.52,36.09,3.4306,,2/24/2023 8:07
99,Nu,11,20mg150sIRMS_delay,10.164,339,3492,0.9598,0.8439,0.08,1.06,12.6331,,2/24/2023 8:21
100,"Nu,Cu",12,20mg150sIRMS_delay,10.085,227,646,0.9598,0.8439,0.06,0.2,3.4962,,2/24/2023 8:34
101,"Nu,Cu",13,20mg150sIRMS_delay,10.271,184,2086,0.9598,0.8439,0.05,0.63,13.9032,,2/24/2023 8:47
102,"Nu,Cu",14,20mg150sIRMS_delay,10.33,195,979,0.9598,0.8439,0.05,0.29,6.1806,,2/24/2023 9:00
103,Nu,15,20mg150sIRMS_delay,9.976,562,5135,0.9598,0.8439,0.14,1.59,11.1834,,2/24/2023 9:13
104,"Nu,Cu",16,20mg150sIRMS_delay,9.998,191,757,0.9598,0.8439,0.05,0.23,4.8761,,2/24/2023 9:26
105,"Nu,Cu",17,20mg150sIRMS_delay,10.14,164,668,0.9598,0.8439,0.04,0.2,5.0144,,2/24/2023 9:40
106,"Nu,Cu",MT,20mg150sIRMS_delay,100,92,13,0.9598,0.8439,0,0,0.1706,,2/24/2023 9:53
107,,aspartic,20mg150sIRMS_delay,0.539,1696,4785,1.2809,1.1101,10.52,36.09,3.4306,,2/24/2023 10:37
108,,aspartic,20mg150sIRMS_delay,0.533,2996,7836,0.7173,0.6694,10.52,36.09,3.4306,,2/24/2023 11:42
109,"Nu,Cu",MT,20mg150sIRMS_delay,100,185,30,0.9991,0.8898,0,0,0.2047,batch2,10/13/2023 14:30
110,"Nu,Cu",MT,20mg150sIRMS_delay,100,40,47,0.9991,0.8898,0,0,1.4623,"ash crucible, bakeout",10/13/2023 14:43
111,"Nu,Cu",MT,20mg150sIRMS_delay,100,23,44,0.9991,0.8898,0,0,2.3617,,10/13/2023 14:56
112,,runin,20mg150sIRMS_delay,0.52,2289,5733,0.9991,0.8898,11.48,35.93,3.1305,,10/13/2023 15:35
113,,runin,20mg150sIRMS_delay,0.444,1589,4052,0.9991,0.8898,9.34,29.74,3.1854,,10/13/2023 15:48
114,,aspartic,20mg150sIRMS_delay,0.539,2403,5962,0.9045,0.8907,10.52,36.09,3.4306,,10/13/2023 16:01
115,,aspartic,20mg150sIRMS_delay,0.428,1749,4459,0.9865,0.9459,10.52,36.09,3.4306,,10/13/2023 16:15
116,"Nu,Cu",moran-LOW,20mg150sIRMS_delay,0.045,311,811,0.9455,0.9183,17.18,60.77,3.5381,,10/13/2023 16:28
117,"Nu,Cu",moran-MED,20mg150sIRMS_delay,0.065,335,981,0.9455,0.9183,12.82,50.91,3.9713,,10/13/2023 16:41
118,Cu,R1,20mg150sIRMS_delay,10.46,903,819,0.9455,0.9183,0.21,0.26,1.2355,,10/13/2023 16:54
119,"Nu,Cu",R2,20mg150sIRMS_delay,10.155,484,1024,0.9455,0.9183,0.12,0.34,2.8713,,10/13/2023 17:07
120,Cu,R3,20mg150sIRMS_delay,10.47,811,1190,0.9455,0.9183,0.19,0.38,1.9964,,10/13/2023 17:21
121,,R4,20mg150sIRMS_delay,9.6,1333,5989,0.9455,0.9183,0.34,2.1,6.1184,,10/13/2023 17:34
122,,R5,20mg150sIRMS_delay,10.135,909,3602,0.9455,0.9183,0.22,1.2,5.3815,,10/13/2023 17:47
123,"Nu,Cu",R6,20mg150sIRMS_delay,10.181,520,749,0.9455,0.9183,0.13,0.25,1.9557,,10/13/2023 18:00
124,,R7,20mg150sIRMS_delay,10.259,764,8029,0.9455,0.9183,0.18,2.64,14.2641,,10/13/2023 18:13
125,"Nu,Cu",R8,20mg150sIRMS_delay,10.384,437,1158,0.9455,0.9183,0.1,0.38,3.59,,10/13/2023 18:27
126,,R9,20mg150sIRMS_delay,9.882,1399,7207,0.9455,0.9183,0.35,2.45,7.0225,,10/13/2023 18:40
127,"Nu,Cu",R10,20mg150sIRMS_delay,10.24,571,611,0.9455,0.9183,0.14,0.2,1.4516,,10/13/2023 18:53
128,"Nu,Cu",R11,20mg150sIRMS_delay,9.915,498,614,0.9455,0.9183,0.12,0.21,1.6712,,10/13/2023 19:06
129,,R12,20mg150sIRMS_delay,10.384,714,5812,0.9455,0.9183,0.17,1.88,11.0281,,10/13/2023 19:20
130,,R12-rep,20mg150sIRMS_delay,10.126,637,5206,0.9455,0.9183,0.16,1.73,11.0674,,10/13/2023 19:33
131,"Nu,Cu",MT,20mg150sIRMS_delay,100,39,32,0.9455,0.9183,0,0,1.1061,,10/13/2023 19:46
132,,aspartic,20mg150sIRMS_delay,0.419,1663,4443,1.0155,0.9293,10.52,36.09,3.4306,,10/13/2023 19:59
133,,aspartic,20mg150sIRMS_delay,0.479,1940,4919,0.995,0.9597,10.52,36.09,3.4306,,10/13/2023 20:13
134,"Nu,Cu",R13,20mg150sIRMS_delay,10.462,569,963,1.0053,0.9445,0.14,0.32,2.2225,,10/13/2023 20:26
135,"Nu,Cu",R14,20mg150sIRMS_delay,10.283,588,976,1.0053,0.9445,0.15,0.33,2.1784,,10/13/2023 20:39
136,Cu,R15,20mg150sIRMS_delay,10.422,669,672,1.0053,0.9445,0.17,0.22,1.3203,,10/13/2023 20:52
137,,R16,20mg150sIRMS_delay,10.241,1399,6195,1.0053,0.9445,0.36,2.09,5.8371,,10/13/2023 21:06
138,"Nu,Cu",R17,20mg150sIRMS_delay,10.048,465,1055,1.0053,0.9445,0.12,0.36,2.9751,,10/13/2023 21:19
139,,R18,20mg150sIRMS_delay,10.455,841,2664,1.0053,0.9445,0.21,0.88,4.1642,,10/13/2023 21:32
140,,R19,20mg150sIRMS_delay,10.207,1298,5383,1.0053,0.9445,0.33,1.82,5.4618,,10/13/2023 21:45
141,,R20,20mg150sIRMS_delay,9.953,1420,7790,1.0053,0.9445,0.37,2.71,7.2387,,10/13/2023 21:58
142,,R21,20mg150sIRMS_delay,10.254,1326,6618,1.0053,0.9445,0.34,2.23,6.5772,,10/13/2023 22:12
143,,R22,20mg150sIRMS_delay,9.958,623,2801,1.0053,0.9445,0.17,0.97,5.8949,,10/13/2023 22:25
144,,R22-rep,20mg150sIRMS_delay,10.17,647,2774,1.0053,0.9445,0.17,0.94,5.6261,,10/13/2023 22:38
145,"Nu,Cu",MT,20mg150sIRMS_delay,100,32,38,1.0053,0.9445,0,0,1.5658,,10/13/2023 22:51
146,,aspartic,20mg150sIRMS_delay,0.439,1764,4738,1.003,0.9132,10.52,36.09,3.4306,,10/13/2023 23:04
147,,aspartic,20mg150sIRMS_delay,0.452,1420,3772,1.2821,1.1808,10.52,36.09,3.4306,,10/13/2023 23:18
148,"Nu,Cu",moran-low,20mg150sIRMS_delay,0.052,441,848,1.1426,1.047,25.48,62.69,2.4607,,10/13/2023 23:31
149,"Nu,Cu",moran-med,20mg150sIRMS_delay,0.045,358,769,1.1426,1.047,23.9,65.75,2.7511,,10/13/2023 23:44
150,Cu,MT,20mg150sIRMS_delay,100,28047,242,1.1426,1.047,0.83,0.01,0.0111,"red tube, ash cruc",10/16/2023 17:37
151,"Nu,Cu",MT,20mg150sIRMS_delay,100,80,95,1.1426,1.047,0,0,1.5086,,10/16/2023 17:51
152,"Nu,Cu",MT,20mg150sIRMS_delay,100,42,83,1.1426,1.047,0,0,2.5133,,10/16/2023 18:04
153,,runin,20mg150sIRMS_delay,0.582,2241,5220,1.1426,1.047,11.48,34.39,2.996,,10/16/2023 18:19
154,,runin,20mg150sIRMS_delay,0.42,1916,4656,1.1426,1.047,13.6,42.51,3.1252,,10/16/2023 18:33
155,,aspartic,20mg150sIRMS_delay,0.526,2254,5489,0.9408,0.9443,10.52,36.09,3.4306,,10/16/2023 18:46
156,,aspartic,20mg150sIRMS_delay,0.436,1794,4721,0.9796,0.9102,10.52,36.09,3.4306,,10/16/2023 19:00
157,"Nu,Cu",moran-LOW,20mg150sIRMS_delay,0.044,324,617,0.9602,0.9272,18.62,47.75,2.5651,,10/16/2023 19:13
158,"Nu,Cu",moran-MED,20mg150sIRMS_delay,0.056,505,820,0.9602,0.9272,22.79,49.87,2.1882,,10/16/2023 19:26
159,Cu,R23,20mg150sIRMS_delay,10.287,634,592,0.9602,0.9272,0.16,0.2,1.2588,,10/17/2023 6:27
160,Cu,R24,20mg150sIRMS_delay,10.164,679,1142,0.9602,0.9272,0.17,0.38,2.2693,,10/17/2023 6:41
161,,R25,20mg150sIRMS_delay,10.13,775,3902,0.9602,0.9272,0.19,1.31,6.7926,,10/17/2023 6:54
162,"Nu,Cu",R26,20mg150sIRMS_delay,10.414,606,469,0.9602,0.9272,0.15,0.15,1.0436,,10/17/2023 7:07
163,"Nu,Cu",R27,20mg150sIRMS_delay,10.095,422,1300,0.9602,0.9272,0.11,0.44,4.152,,10/17/2023 7:20
164,,R28,20mg150sIRMS_delay,10.414,1739,36371,0.9602,0.9272,0.42,11.94,28.531,,10/17/2023 7:33
165,,R29,20mg150sIRMS_delay,10.275,855,2605,0.9602,0.9272,0.21,0.86,4.1223,,10/17/2023 7:46
166,,R30,20mg150sIRMS_delay,10.441,1905,30114,0.9602,0.9272,0.46,9.85,21.5386,,10/17/2023 8:00
167,,R31,20mg150sIRMS_delay,10.427,2098,33160,0.9602,0.9272,0.5,10.84,21.4933,,10/17/2023 8:13
168,,R32,20mg150sIRMS_delay,10.293,816,2337,0.9602,0.9272,0.2,0.77,3.8759,,10/17/2023 8:26
169,Cu,R33,20mg150sIRMS_delay,10.395,660,1642,0.9602,0.9272,0.16,0.54,3.357,,10/17/2023 8:39
170,,R34,20mg150sIRMS_delay,10.11,993,5465,0.9602,0.9272,0.25,1.84,7.4425,,10/17/2023 8:52
171,,R34-rep,20mg150sIRMS_delay,10.431,1020,5584,0.9602,0.9272,0.25,1.82,7.4018,,10/17/2023 9:05
172,"Nu,Cu",MT,20mg150sIRMS_delay,100,39,92,0.9602,0.9272,0,0,3.2305,,10/17/2023 9:19
173,,aspartic,20mg150sIRMS_delay,0.497,1967,5548,1.0185,0.8826,10.52,36.09,3.4306,,10/17/2023 9:32
174,,aspartic,20mg150sIRMS_delay,0.467,1773,5138,1.0615,0.8956,10.52,36.09,3.4306,,10/17/2023 9:45
175,,R35,20mg150sIRMS_delay,9.941,718,3887,1.04,0.8891,0.2,1.27,6.4553,,10/17/2023 9:58
176,"Nu,Cu",R36,20mg150sIRMS_delay,9.739,382,443,1.04,0.8891,0.11,0.15,1.3839,,10/17/2023 10:11
177,Cu,R37,20mg150sIRMS_delay,9.866,692,1523,1.04,0.8891,0.19,0.5,2.6324,,10/17/2023 10:24
178,"Nu,Cu",R38,20mg150sIRMS_delay,10.378,463,983,1.04,0.8891,0.12,0.31,2.5338,,10/17/2023 10:37
179,"Nu,Cu",R39,20mg150sIRMS_delay,10.055,530,1516,1.04,0.8891,0.14,0.49,3.4114,,10/17/2023 10:51
180,Cu,R40,20mg150sIRMS_delay,9.931,655,665,1.04,0.8891,0.18,0.22,1.2126,,10/17/2023 11:04
181,Cu,R41,20mg150sIRMS_delay,10.344,739,2090,1.04,0.8891,0.19,0.66,3.3866,,10/17/2023 11:17
182,,R42,20mg150sIRMS_delay,10.129,906,17432,1.04,0.8891,0.24,5.64,23.1609,,10/17/2023 11:30
183,Cu,R43,20mg150sIRMS_delay,10.051,741,1060,1.04,0.8891,0.2,0.34,1.7128,,10/17/2023 11:44
184,"Nu,Cu",R44,20mg150sIRMS_delay,10.282,271,660,1.04,0.8891,0.07,0.21,2.908,,10/17/2023 11:57
185,"Nu,Cu",R44-rep,20mg150sIRMS_delay,10.229,441,546,1.04,0.8891,0.12,0.17,1.4783,,10/17/2023 12:10
186,"Nu,Cu",MT,20mg150sIRMS_delay,100,17,22,1.04,0.8891,0,0,1.4942,,10/17/2023 12:23
187,,aspartic,20mg150sIRMS_delay,0.504,2102,5585,0.9668,0.8892,10.52,36.09,3.4306,,10/17/2023 12:37
188,,aspartic,20mg150sIRMS_delay,0.557,2319,5978,0.9683,0.918,10.52,36.09,3.4306,,10/17/2023 12:50
189,"Nu,Cu",moran-low,20mg150sIRMS_delay,0.044,324,784,0.9675,0.9036,18.71,59.12,3.1589,,10/17/2023 13:03
190,"Nu,Cu",moran-med,20mg150sIRMS_delay,0.038,223,732,0.9675,0.9036,14.94,63.9,4.2768,,10/17/2023 13:17
191,Cu,R45,20mg150sIRMS_delay,10.094,1290,1741,0.9675,0.9036,0.32,0.57,1.7719,,10/17/2023 13:30
192,,R46,20mg150sIRMS_delay,10.327,1370,6498,0.9675,0.9036,0.34,2.08,6.2156,,10/17/2023 13:43
193,Cu,R47,20mg150sIRMS_delay,9.926,1212,1259,0.9675,0.9036,0.31,0.42,1.3636,,10/17/2023 13:56
194,Cu,R48,20mg150sIRMS_delay,10.275,1188,1226,0.9675,0.9036,0.29,0.4,1.3541,,10/17/2023 14:09
195,Cu,R49,20mg150sIRMS_delay,10.079,892,1762,0.9675,0.9036,0.22,0.58,2.5881,,10/17/2023 14:22
196,Cu,R50,20mg150sIRMS_delay,10.109,1205,649,0.9675,0.9036,0.3,0.21,0.707,,10/17/2023 14:35
197,Cu,R51,20mg150sIRMS_delay,10.31,1012,2122,0.9675,0.9036,0.25,0.68,2.7488,,10/17/2023 14:48
198,Cu,R51-rep,20mg150sIRMS_delay,10.096,980,2131,0.9675,0.9036,0.25,0.7,2.8491,,10/17/2023 15:01
199,"Nu,Cu",MT,20mg150sIRMS_delay,100,21,24,0.9675,0.9036,0,0,1.446,,10/17/2023 15:15
200,,aspartic,20mg150sIRMS_delay,0.559,2251,6190,1.0012,0.8896,10.52,36.09,3.4306,,10/17/2023 15:28
201,,aspartic,20mg150sIRMS_delay,0.565,2379,6224,0.9575,0.8943,10.52,36.09,3.4306,,10/17/2023 15:41
202,Cu,R52,20mg150sIRMS_delay,10.106,1033,485,0.9793,0.8919,0.26,0.16,0.6002,,10/17/2023 15:54
203,,R53,20mg150sIRMS_delay,10.45,1443,11954,0.9793,0.8919,0.35,3.75,10.6208,,10/17/2023 16:07
204,Cu,R54,20mg150sIRMS_delay,10.012,1130,1139,0.9793,0.8919,0.29,0.37,1.2893,,10/17/2023 16:21
205,Cu,R55,20mg150sIRMS_delay,10.074,846,487,0.9793,0.8919,0.22,0.16,0.7347,,10/17/2023 16:34
206,,R56,20mg150sIRMS_delay,10.43,1354,10865,0.9793,0.8919,0.33,3.41,10.2778,,10/17/2023 16:47
207,Cu,R57,20mg150sIRMS_delay,10.119,969,2182,0.9793,0.8919,0.25,0.71,2.8776,,10/17/2023 17:00
208,Cu,R58,20mg150sIRMS_delay,9.986,1016,978,0.9793,0.8919,0.26,0.32,1.2311,,10/17/2023 17:14
209,Cu,R58-rep,20mg150sIRMS_delay,9.766,872,976,0.9793,0.8919,0.23,0.33,1.429,,10/17/2023 17:27
210,"Nu,Cu",MT,20mg150sIRMS_delay,100,46,46,0.9793,0.8919,0,0,1.274,,10/17/2023 17:41
